Date,IBOV,BOVA11,ABEV3,AZUL4,BTOW3,B3SA3,BBAS3,BBSE3,BRML3,BBDC3,BBDC4,BRAP4,BRKM5,BRFS3,BPAC11,CRFB3,CCRO3,CMIG4,HGTX3,CIEL3,COGN3,CSAN3,CPFE3,CVCB3,CYRE3,ECOR3,ELET3,ELET6,EMBR3,ENBR3,EGIE3,EQTL3,YDUQ3,FLRY3,GOAU4,GGBR4,GOLL4,HAPV3,HYPE3,IGTA3,GNDI3,IRBR3,ITUB4,ITSA4,JBSS3,KLBN11,RENT3,LAME4,LREN3,MGLU3,MRFG3,BEEF3,MRVE3,MULT3,NTCO3,BRDT3,PETR3,PETR4,QUAL3,RADL3,RAIL3,SBSP3,SANB11,CSNA3,SULA11,SUZB3,TAEE11,TIMP3,TOTS3,USIM5,VALE3,WEGE3
201007,67515.40,66.87,4.67,0.00,28.86,8.73,16.57,0.00,7.39,7.58,9.29,21.86,9.07,22.12,0.00,0.00,6.47,5.07,13.18,5.04,1.49,16.49,13.51,0.00,17.91,6.94,16.60,14.66,10.17,6.51,10.59,1.43,5.15,7.23,26.29,21.47,24.28,0.00,18.51,14.79,0.00,0.00,11.29,4.11,7.72,0.00,5.87,7.20,7.81,0.00,17.57,6.31,9.58,9.09,17.12,0.00,27.31,21.56,0.00,11.10,56.23,8.88,11.63,19.68,7.86,0.00,2.88,5.53,7.12,22.65,32.80,4.33
201008,65145.45,64.50,4.78,0.00,23.91,8.71,15.56,0.00,7.76,7.25,8.78,21.67,10.63,21.08,0.00,0.00,6.51,5.39,15.06,4.79,1.49,15.40,14.03,0.00,15.77,7.11,15.56,13.64,9.56,6.80,10.77,1.64,4.61,7.70,24.07,19.85,22.50,0.00,18.69,14.30,0.00,0.00,10.86,3.89,6.69,0.00,5.91,7.10,7.51,0.00,16.87,6.30,8.90,9.21,15.85,0.00,25.38,20.32,0.00,11.21,54.84,8.44,11.16,18.11,8.75,0.00,3.21,5.56,7.18,20.16,31.67,4.04
201009,69429.78,68.70,5.03,0.00,26.73,9.63,17.69,0.00,7.98,7.92,9.78,23.98,11.80,23.05,0.00,0.00,7.35,5.29,16.27,4.88,1.58,16.91,13.39,0.00,17.30,7.24,15.70,13.66,10.48,6.63,11.73,1.51,4.77,7.49,23.34,19.29,25.72,0.00,21.25,16.07,0.00,0.00,11.62,4.09,6.56,0.00,6.86,7.44,7.68,0.00,17.11,6.28,9.75,9.93,17.04,0.00,26.08,21.28,0.00,13.13,57.96,9.57,11.49,19.74,9.70,0.00,3.32,5.77,7.18,20.78,35.33,4.41
201010,70673.30,70.20,5.62,0.00,26.56,9.70,18.22,0.00,9.17,8.06,10.11,25.80,11.98,22.10,0.00,0.00,7.74,5.77,18.72,4.85,1.85,18.06,13.80,0.00,16.97,8.34,17.04,14.79,10.75,6.76,12.21,1.73,6.24,7.85,22.38,18.70,29.09,0.00,22.63,16.79,0.00,0.00,11.92,4.27,5.87,0.00,6.80,8.80,8.90,0.00,15.27,5.57,10.08,10.78,18.24,0.00,24.49,20.15,0.00,13.08,54.81,9.64,12.15,19.01,10.26,0.00,3.39,5.57,8.67,19.66,36.59,5.23
201011,67705.40,67.00,5.79,0.00,26.05,8.96,18.18,0.00,9.54,7.79,9.69,25.40,12.49,22.83,0.00,0.00,7.87,5.49,20.24,4.94,1.99,17.66,13.74,0.00,15.67,8.99,16.38,14.15,11.00,6.63,12.94,1.78,6.67,8.13,20.01,16.67,27.21,0.00,21.92,18.15,0.00,0.00,11.28,4.10,5.88,0.00,6.81,7.82,7.95,0.00,12.95,6.02,10.30,10.51,17.26,0.00,23.59,19.27,0.00,12.76,54.03,9.60,11.16,17.57,10.36,0.00,3.26,5.49,9.41,17.32,36.56,5.38
201012,69304.81,68.53,6.41,0.00,26.90,9.03,17.50,0.00,9.65,7.72,9.62,25.95,13.99,24.69,0.00,0.00,7.89,5.39,18.22,4.46,2.30,18.57,14.25,0.00,15.78,8.41,16.19,14.39,10.65,7.14,13.11,1.68,6.63,9.58,23.06,19.38,24.88,0.00,18.21,17.73,0.00,0.00,11.44,4.18,6.44,0.00,6.50,7.36,7.55,0.00,15.39,6.42,9.57,10.20,17.86,0.00,26.52,21.56,0.00,12.34,50.81,11.27,11.59,17.95,10.62,0.00,3.16,5.41,9.38,17.92,37.77,5.21
201101,66574.88,65.78,5.61,0.00,24.12,8.01,16.58,0.00,8.58,7.33,9.08,27.39,14.40,24.70,0.00,0.00,7.75,5.53,17.28,4.10,2.44,17.51,14.20,0.00,13.30,8.55,16.32,14.52,12.20,6.91,12.33,1.70,5.89,8.98,21.93,18.25,23.60,0.00,16.03,15.38,0.00,0.00,10.29,3.76,5.65,0.00,6.08,6.44,6.48,0.00,13.47,6.03,8.65,8.85,15.99,0.00,26.08,21.40,0.00,10.97,47.70,10.79,9.94,18.64,9.40,0.00,3.21,5.96,8.99,18.18,39.17,4.74
201102,67383.22,66.75,5.53,0.00,21.85,7.79,16.75,0.00,8.94,7.66,9.47,25.87,13.93,26.10,0.00,0.00,7.81,5.58,16.76,4.35,2.11,17.48,14.97,0.00,11.95,8.42,17.12,16.30,12.64,6.87,12.42,1.74,5.97,7.92,22.24,18.80,21.83,0.00,15.35,15.39,0.00,0.00,10.70,3.87,5.60,0.00,5.70,6.45,6.82,0.00,14.50,5.92,8.10,8.98,15.81,0.00,28.30,22.58,0.00,11.61,46.71,10.78,10.33,17.94,9.72,0.00,3.26,6.08,8.71,17.78,38.64,4.83
201103,68586.70,67.55,5.82,0.00,19.33,8.16,16.78,0.00,9.59,8.41,9.87,25.64,14.86,27.84,0.00,0.00,7.98,6.29,20.25,4.79,2.21,17.09,16.05,0.00,11.18,8.72,17.97,16.49,12.24,7.33,13.19,1.87,6.51,8.71,21.04,17.31,21.65,0.00,17.46,17.04,0.00,0.00,11.37,4.14,5.26,0.00,6.36,6.58,7.10,0.00,14.58,5.99,8.01,9.33,17.65,0.00,28.46,22.66,0.00,11.68,45.39,12.43,10.26,17.96,10.41,0.00,3.63,6.66,8.80,18.61,36.61,5.19
201104,66132.86,65.20,6.32,0.00,18.68,8.14,16.46,0.00,9.34,8.00,9.30,24.96,15.72,28.48,0.00,0.00,8.29,6.50,23.09,5.04,2.18,16.28,16.09,0.00,11.93,9.29,16.68,15.41,11.21,7.49,13.17,1.97,5.76,8.43,19.80,16.20,21.61,0.00,17.05,17.43,0.00,0.00,10.85,3.93,4.82,0.00,6.56,6.77,7.98,0.00,16.18,6.22,8.34,9.06,17.00,0.00,25.32,20.44,0.00,10.36,44.04,12.05,9.38,16.46,10.87,0.00,4.53,7.00,8.42,15.22,35.97,4.76
201105,64620.08,63.81,6.17,0.00,19.07,7.94,16.02,0.00,10.41,7.93,9.19,24.83,17.60,26.44,0.00,0.00,8.35,6.32,24.45,5.45,2.19,16.25,16.02,0.00,12.46,9.35,16.32,15.24,11.34,7.30,12.89,1.99,5.81,9.34,18.88,14.89,19.94,0.00,12.07,17.43,0.00,0.00,10.48,3.83,5.08,0.00,6.42,7.71,8.23,1.85,14.30,5.02,9.03,10.14,16.23,0.00,23.69,19.40,0.00,10.27,44.85,12.77,9.25,15.65,10.78,0.00,4.53,7.17,8.85,14.28,34.90,4.35
201106,62403.64,61.49,6.45,0.00,16.47,7.30,16.15,0.00,10.17,8.14,9.45,24.28,15.88,24.24,0.00,0.00,7.86,6.76,24.41,5.40,2.13,16.55,15.77,0.00,10.96,9.08,15.83,15.08,10.88,7.22,13.25,2.02,5.01,8.17,17.36,14.02,18.63,0.00,11.95,16.51,0.00,0.00,10.66,3.89,4.83,0.00,6.81,7.47,8.20,1.87,15.40,4.54,8.05,9.60,14.96,0.00,23.18,19.10,9.27,9.81,44.78,12.29,9.69,13.63,10.57,0.00,4.66,7.25,8.09,12.91,34.37,4.32
201107,58823.45,58.18,5.81,0.00,12.51,6.41,15.16,0.00,10.29,7.60,8.80,24.48,13.10,26.98,0.00,0.00,7.90,6.33,22.60,5.97,2.03,16.01,15.59,0.00,11.21,8.75,14.20,13.46,10.25,7.45,12.59,1.95,4.81,7.65,15.39,12.06,12.00,0.00,9.69,14.59,0.00,0.00,9.20,3.38,4.16,0.00,6.15,6.97,7.68,1.59,15.20,5.11,7.14,9.43,13.83,0.00,23.00,18.93,9.02,11.51,38.20,12.25,7.71,11.49,9.76,0.00,4.36,7.41,7.80,10.51,34.85,4.10
201108,56495.12,55.75,6.88,0.00,13.88,6.69,15.54,0.00,10.12,7.20,8.40,21.68,13.47,28.48,0.00,0.00,8.40,6.29,23.93,5.67,1.86,16.42,15.23,0.00,11.13,9.25,12.35,12.08,9.23,7.34,12.69,2.01,4.56,8.32,15.03,11.78,12.04,0.00,10.84,14.53,0.00,0.00,8.53,3.14,3.83,0.00,6.77,7.70,8.25,1.48,7.69,4.93,8.32,9.42,14.96,0.00,20.42,16.90,8.96,11.51,31.48,12.17,8.10,11.22,9.71,0.00,4.53,7.92,8.03,11.31,31.79,4.20
201109,52324.42,51.60,6.96,0.00,12.71,6.30,14.61,0.00,10.95,6.98,8.27,20.29,10.39,29.44,0.00,0.00,8.57,5.92,21.51,5.94,1.89,16.47,15.14,0.00,8.63,9.25,12.28,12.28,10.82,7.30,13.09,1.97,4.13,8.12,14.67,11.56,10.24,0.00,7.18,13.56,0.00,0.00,8.59,3.12,3.26,0.00,6.09,7.00,7.00,1.35,6.13,4.58,5.98,9.81,12.55,0.00,18.60,15.52,8.71,10.36,29.09,11.56,7.31,10.48,8.65,0.00,4.52,7.09,8.99,9.91,30.27,4.58
201110,58338.39,57.57,7.13,0.00,12.06,7.35,15.23,0.00,10.57,7.62,9.27,21.46,10.90,32.70,0.00,0.00,8.27,6.12,26.26,6.46,2.02,18.41,16.12,0.00,11.07,8.72,13.03,13.53,10.92,7.10,13.80,1.89,5.02,7.83,17.04,13.38,13.51,0.00,7.51,14.32,0.00,0.00,9.69,3.52,4.63,0.00,6.37,7.46,7.20,1.52,7.45,4.62,7.51,9.77,13.10,0.00,20.54,17.32,9.76,9.94,29.16,12.46,8.24,11.30,7.45,0.00,4.53,7.23,8.00,11.12,31.74,4.67
201111,56874.98,56.18,7.63,0.00,8.78,7.16,14.30,0.00,10.44,7.57,8.85,20.77,9.97,32.29,0.00,0.00,8.09,6.62,26.22,6.83,1.98,18.48,16.81,0.00,11.08,9.09,12.56,13.46,10.42,7.41,14.36,1.95,4.56,7.45,15.15,11.79,13.50,0.00,6.62,14.23,0.00,0.00,9.44,3.46,5.34,0.00,6.72,7.46,7.50,1.26,8.22,4.46,7.23,10.36,14.24,0.00,21.64,18.08,9.48,11.60,29.29,13.22,7.42,10.47,7.15,0.00,4.75,6.88,9.15,9.76,30.25,4.38
201112,56754.08,55.98,8.39,0.00,7.78,7.11,14.18,0.00,10.33,7.89,9.38,19.86,9.12,33.68,0.00,0.00,8.56,7.40,22.29,6.84,1.94,18.55,19.10,0.00,10.94,9.53,13.52,15.35,10.83,8.14,15.24,2.15,4.51,7.77,15.85,12.67,12.44,0.00,6.91,15.09,0.00,0.00,10.15,3.75,5.46,0.00,6.28,7.06,6.72,1.10,8.54,4.92,6.64,10.95,14.23,0.00,20.64,17.62,10.42,11.99,31.72,13.76,8.09,10.64,8.33,0.00,4.95,7.53,9.40,9.57,28.65,4.62
201201,63072.31,62.17,7.99,0.00,9.01,7.97,16.27,0.00,10.87,8.10,9.59,22.04,11.14,32.00,0.00,0.00,8.51,7.86,28.84,7.38,2.17,19.42,18.94,0.00,11.93,8.40,13.60,14.63,11.11,7.98,15.43,2.09,4.98,8.29,18.58,14.55,12.02,0.00,8.63,16.20,0.00,0.00,10.49,3.80,5.74,0.00,7.06,8.35,8.19,1.16,8.02,4.90,8.35,11.44,14.68,0.00,24.36,20.33,10.75,13.40,34.27,15.43,8.76,12.96,9.71,0.00,5.58,7.90,8.49,11.05,32.46,4.79
201202,65811.73,64.74,8.93,0.00,9.51,8.33,16.63,0.00,12.55,8.34,9.55,22.69,11.10,33.20,0.00,0.00,9.61,8.75,31.71,8.71,2.48,21.12,20.31,0.00,12.77,9.46,14.16,14.93,11.79,8.24,15.45,2.11,5.22,8.89,20.32,15.75,14.99,0.00,9.09,18.02,0.00,0.00,11.00,3.99,6.55,0.00,7.80,9.04,9.07,1.37,10.55,5.95,8.60,11.16,16.34,0.00,23.26,20.11,9.33,15.45,33.93,17.85,9.97,12.43,10.43,0.00,6.39,8.46,9.01,10.98,31.63,4.73
201203,64510.97,63.54,9.81,0.00,7.18,8.24,15.77,0.00,13.56,8.56,9.76,21.85,10.30,33.29,0.00,0.00,10.35,9.69,32.37,8.96,2.80,23.33,20.15,0.00,11.91,10.96,12.99,13.55,13.49,8.21,16.64,2.41,4.94,8.74,20.00,15.32,12.19,0.00,10.44,18.29,0.00,0.00,10.56,3.79,6.73,0.00,8.28,8.53,8.72,1.38,11.50,6.88,8.04,12.20,16.02,0.00,22.10,19.42,9.73,16.42,30.86,19.18,9.14,12.23,9.44,0.00,7.95,9.49,9.65,11.39,31.15,4.93
201204,61820.26,60.90,10.51,0.00,7.03,7.85,14.33,0.00,13.59,8.12,9.38,22.64,9.55,32.23,0.00,0.00,10.40,11.04,32.48,9.94,2.93,22.74,20.15,0.00,11.57,10.93,12.35,13.09,15.14,8.79,17.12,2.47,6.02,8.91,20.68,15.73,10.15,0.00,9.94,18.41,0.00,0.00,9.08,3.36,6.73,0.00,8.03,8.89,8.73,1.31,10.49,8.41,6.89,12.87,17.65,0.00,20.36,17.70,10.32,19.01,29.90,20.61,8.45,12.20,9.00,0.00,9.41,9.42,10.63,10.36,31.71,5.01
201205,54490.41,53.60,9.76,0.00,5.24,7.08,12.19,0.00,12.74,7.82,9.07,20.48,8.40,29.03,0.00,0.00,11.04,10.28,29.16,9.47,3.15,20.58,18.66,0.00,11.36,11.09,10.92,11.60,13.22,8.50,17.43,2.59,6.40,8.76,17.81,13.97,8.04,0.00,8.96,17.02,0.00,0.00,8.87,3.26,4.89,0.00,7.92,7.71,8.28,1.08,9.10,7.53,5.59,13.79,17.47,0.00,18.19,16.07,10.70,17.26,28.86,19.55,8.87,9.69,8.11,0.00,7.91,8.10,10.45,8.06,27.98,5.18
201206,54354.63,53.42,9.91,0.00,5.06,7.60,12.08,0.00,13.20,7.90,9.24,21.37,9.99,28.21,0.00,0.00,11.48,10.97,26.60,10.26,3.06,21.29,19.21,0.00,11.12,11.12,11.72,12.11,12.39,8.50,19.36,2.64,6.15,9.25,19.76,15.59,8.92,0.00,9.65,18.24,0.00,0.00,8.57,3.16,5.41,0.00,7.51,8.40,8.05,1.09,9.34,8.25,6.01,14.15,18.96,0.00,17.36,15.33,10.92,18.79,29.21,21.20,8.53,8.49,9.02,0.00,9.56,9.27,11.08,5.99,29.88,4.87
201207,56097.05,55.10,10.09,0.00,5.78,8.53,13.48,0.00,13.72,8.29,9.76,19.94,9.25,27.23,0.00,0.00,12.02,11.45,28.24,10.38,3.24,21.43,17.87,0.00,11.12,11.40,11.64,12.44,12.19,8.93,19.05,2.67,6.38,7.77,20.82,16.40,9.55,0.00,10.48,19.28,0.00,0.00,9.84,3.57,4.81,0.00,8.25,9.23,8.75,1.18,9.45,8.96,7.20,14.92,21.69,0.00,18.42,16.38,11.35,21.71,32.58,24.09,8.59,7.86,7.25,0.00,10.21,7.09,10.82,7.00,27.66,4.65
201208,57061.45,56.15,10.00,0.00,6.89,8.06,14.41,0.00,14.52,8.58,10.20,17.19,9.55,30.27,0.00,0.00,12.82,10.12,30.96,10.43,3.50,23.69,16.72,0.00,12.40,11.58,10.71,11.51,12.99,8.55,18.12,2.73,7.97,8.05,19.94,15.88,9.70,0.00,10.59,21.45,0.00,0.00,9.69,3.47,5.18,0.00,8.89,9.27,9.56,1.31,11.50,10.33,7.61,14.94,20.87,0.00,19.56,17.43,12.41,19.92,30.76,23.62,8.64,7.46,8.36,0.00,10.57,6.70,11.29,7.73,25.15,5.05
201209,59175.86,58.15,10.09,0.00,9.21,9.18,15.59,0.00,16.15,8.46,10.08,18.26,10.65,32.50,0.00,0.00,12.90,7.18,31.99,8.96,3.65,25.95,17.41,0.00,13.07,12.13,9.96,11.31,12.69,8.48,17.17,3.15,8.60,8.85,21.92,17.06,11.57,0.00,12.10,22.77,0.00,0.00,9.36,3.36,6.03,0.00,8.84,10.08,9.72,1.41,11.80,10.94,7.83,17.18,22.65,0.00,21.40,18.79,12.31,21.65,28.86,22.85,8.28,8.52,8.70,0.00,10.57,6.50,12.05,9.60,27.17,5.95
201210,57068.18,56.04,10.80,0.00,8.54,9.74,13.63,0.00,15.32,8.47,9.91,19.46,10.01,34.30,0.00,0.00,12.93,7.10,33.01,8.90,4.27,27.30,18.35,0.00,12.93,12.19,9.17,10.02,13.24,8.37,18.79,3.17,9.79,8.72,20.42,15.71,10.15,0.00,13.13,22.68,0.00,0.00,9.09,3.31,5.90,0.00,8.86,10.80,10.77,1.31,10.50,10.70,6.65,17.13,22.20,0.00,19.75,17.47,12.96,20.78,31.83,23.67,7.80,8.38,9.30,0.00,9.63,5.98,11.82,9.30,28.78,5.88
201211,57474.57,56.50,12.29,0.00,13.23,9.71,13.85,0.00,15.75,10.29,10.99,18.90,10.28,36.02,0.00,0.00,13.30,7.50,33.84,9.86,4.36,27.54,17.77,0.00,13.38,11.91,6.29,5.99,12.22,7.99,18.94,3.03,9.91,8.39,20.22,15.74,10.25,0.00,12.52,22.85,0.00,0.00,9.84,3.58,4.86,0.00,8.84,11.94,11.19,1.30,11.60,10.45,7.30,16.98,23.19,0.00,17.54,15.68,12.90,19.52,27.14,23.82,8.10,7.83,9.01,0.00,9.63,6.25,11.45,11.86,28.89,6.87
201212,60952.08,59.69,13.39,0.00,14.70,10.59,16.39,0.00,15.50,10.93,11.07,21.77,9.55,39.16,0.00,0.00,14.09,7.70,29.78,10.10,4.87,29.26,16.64,0.00,13.44,12.08,5.21,6.50,13.52,8.42,18.12,3.29,10.56,8.45,20.63,15.93,12.90,0.00,13.51,23.95,0.00,0.00,10.32,3.68,5.39,0.00,9.33,11.65,11.42,1.40,8.48,10.94,7.74,17.53,24.04,0.00,17.96,16.40,13.19,21.45,28.62,23.92,8.47,9.01,10.35,0.00,9.60,6.81,11.63,12.14,32.49,6.82
201301,59761.49,58.69,14.40,0.00,13.20,10.54,15.62,0.00,14.79,11.40,11.53,20.49,11.20,40.80,0.00,0.00,14.88,7.36,26.87,9.98,5.15,32.94,15.79,0.00,13.18,12.30,5.86,7.84,15.40,8.21,19.23,3.32,11.16,8.16,20.08,15.52,14.49,0.00,13.98,25.37,0.00,0.00,10.62,3.83,6.85,0.00,9.12,11.30,11.41,1.39,10.25,12.65,7.36,16.76,22.02,0.00,16.74,15.19,12.81,20.69,29.86,24.70,8.29,8.16,10.88,0.00,10.35,7.31,12.49,9.81,30.94,6.38
201302,57424.29,56.14,14.07,0.00,12.10,10.14,16.86,0.00,14.69,11.38,11.15,19.27,10.88,40.06,0.00,0.00,14.38,7.98,27.24,10.53,5.45,32.70,15.69,0.00,13.07,11.99,5.72,7.78,15.65,8.09,19.52,3.54,12.27,8.06,18.87,14.61,12.57,0.00,14.21,23.93,0.00,0.00,10.85,3.93,6.16,0.00,9.36,11.48,10.79,1.17,9.85,12.55,8.20,16.49,21.41,0.00,13.31,13.95,13.76,21.22,33.76,26.42,8.14,7.59,11.03,0.00,10.24,7.18,12.60,9.29,29.05,6.75
201303,56352.09,55.10,13.32,0.00,12.88,10.32,17.92,0.00,14.44,12.51,11.86,17.46,10.19,41.60,0.00,0.00,14.87,8.05,25.61,10.79,5.50,31.78,16.41,0.00,13.02,12.14,5.75,7.88,16.89,8.50,19.37,3.59,11.11,7.00,17.58,13.84,11.80,0.00,12.91,22.42,0.00,0.00,11.26,4.07,6.10,0.00,9.02,11.10,10.84,1.06,8.44,12.75,5.42,16.98,20.69,0.00,15.48,15.42,12.63,20.05,34.79,26.54,8.31,6.93,11.80,0.00,9.91,7.41,12.07,10.26,26.82,6.65
201304,55910.37,54.45,13.18,0.00,9.94,10.67,16.41,10.47,13.63,12.32,11.44,17.39,12.99,46.22,0.00,0.00,14.37,8.72,29.53,11.54,5.95,33.29,17.13,0.00,13.65,12.22,4.47,6.48,16.43,8.60,19.88,3.77,12.07,7.00,17.88,13.90,12.40,0.00,13.01,21.49,0.00,0.00,10.53,3.85,5.79,0.00,8.87,11.24,11.17,0.83,6.81,11.09,5.55,16.69,21.23,0.00,17.88,17.57,12.13,20.05,35.37,23.25,8.35,6.25,10.47,0.00,10.14,7.01,11.01,9.35,27.03,6.70
201305,53506.08,52.45,13.22,0.00,8.60,10.87,16.64,11.34,12.88,12.71,11.95,15.01,12.47,46.61,0.00,0.00,14.19,8.76,27.79,11.96,6.72,33.15,17.90,0.00,13.13,12.16,5.03,7.36,18.37,8.87,20.61,3.74,12.71,7.34,14.98,11.62,9.31,0.00,14.04,22.19,0.00,0.00,11.16,4.02,6.34,0.00,8.64,11.01,10.91,0.94,7.58,10.26,4.45,16.39,21.25,0.00,17.68,17.53,11.82,21.38,36.97,22.20,8.67,5.23,9.79,0.00,10.71,7.04,10.99,8.44,24.03,7.23
201306,47457.13,46.50,13.31,0.00,5.66,9.56,14.68,10.81,11.70,10.96,10.10,13.74,12.29,45.24,0.00,0.00,12.86,8.06,22.68,12.18,6.60,30.32,16.47,0.00,11.85,11.23,4.13,6.42,19.32,7.94,19.33,3.30,12.21,6.67,14.43,11.23,7.17,0.00,11.93,19.65,0.00,0.00,9.92,3.55,5.86,0.00,8.29,9.98,9.38,0.62,7.50,10.10,4.32,15.23,19.98,0.00,13.81,14.15,10.51,20.19,32.84,19.09,7.81,4.72,9.24,0.00,9.86,6.98,10.19,7.05,22.96,7.21
201307,48234.49,47.32,13.86,0.00,9.17,9.52,15.04,11.32,11.84,11.08,9.72,15.24,13.12,45.77,0.00,0.00,13.00,8.44,22.18,12.23,6.94,30.32,16.78,0.00,12.58,11.51,4.07,6.12,18.28,8.28,20.30,3.32,13.45,7.11,16.46,12.99,7.82,0.00,13.56,20.56,0.00,0.00,10.05,3.58,5.77,0.00,8.55,10.15,8.86,0.59,7.21,8.85,4.34,14.81,19.25,0.00,14.34,14.24,10.39,18.00,30.62,19.33,7.85,5.20,9.68,0.00,10.54,7.32,10.48,8.26,24.48,7.22
201308,50011.75,49.50,13.49,0.00,11.76,9.16,15.82,12.08,10.60,11.34,9.73,16.79,13.10,51.98,0.00,0.00,12.60,7.53,23.12,12.70,6.85,29.65,15.80,0.00,12.14,10.97,4.40,6.74,18.45,7.50,19.73,3.58,13.41,6.87,19.22,15.34,8.46,0.00,13.33,19.67,0.00,0.00,10.10,3.61,6.67,0.00,8.20,9.65,8.42,0.66,6.12,10.51,5.57,14.10,19.11,0.00,14.89,14.69,11.60,15.74,32.04,16.18,7.86,6.87,9.92,0.00,10.15,8.10,10.93,9.78,27.16,7.22
201309,52338.19,51.29,13.75,0.00,12.25,9.70,17.98,13.69,11.77,12.38,10.68,16.74,13.25,50.85,0.00,0.00,13.09,7.78,24.38,13.28,6.75,30.47,15.71,0.00,12.94,10.87,5.55,7.70,16.83,8.46,21.13,3.75,13.15,6.83,19.21,14.85,10.59,0.00,14.68,21.74,0.00,0.00,10.97,3.89,7.02,0.00,8.68,10.41,9.34,0.87,6.05,9.83,6.10,15.66,21.13,0.00,15.81,16.05,12.59,17.11,30.41,17.87,8.68,7.72,11.32,0.00,9.83,8.87,10.96,9.98,27.19,6.98
201310,54256.20,52.70,13.55,0.00,14.48,9.90,20.69,15.36,12.70,12.90,11.35,18.14,14.84,49.53,0.00,0.00,14.06,8.06,23.81,15.07,7.09,32.04,15.51,0.00,12.94,10.90,6.31,8.76,15.44,8.98,21.98,4.14,13.21,6.46,20.79,15.81,11.33,0.00,16.05,23.02,0.00,0.00,12.07,4.17,7.30,0.00,9.62,10.60,9.92,1.10,4.55,9.24,6.47,15.54,19.12,0.00,18.22,17.86,13.05,15.29,27.84,19.61,8.92,9.95,11.64,0.00,10.04,9.86,11.10,11.27,28.98,7.52
201311,52482.49,51.28,14.26,0.00,12.15,9.34,17.93,15.94,11.21,12.33,10.91,17.76,15.52,48.13,0.00,0.00,13.96,7.94,22.68,15.01,8.49,30.67,15.75,0.00,12.21,10.81,5.26,7.65,17.13,8.38,22.27,4.28,15.28,7.32,20.75,16.21,9.91,0.00,15.64,21.30,0.00,0.00,11.50,4.02,7.61,0.00,9.21,10.16,9.19,0.97,4.32,10.12,6.19,15.20,18.44,0.00,17.08,16.72,13.55,15.77,27.07,20.12,8.66,9.99,11.29,0.00,10.02,9.96,10.77,11.81,29.07,8.14
